ID,Intro to CS,Data structure,Software engineering,Operative systems,Algorithms,Computer organization,GPA
cs0732,87,92,88,80,87,72,62
cs0733,90,90,96,85,86,67,76
cs0734,95,74,56,85,66,70,69
cs0735,85,76,55,85,74,78,81
cs0736,85,92,71,83,87,90,83
cs0737,86,95,88,84,92,72,69
cs0738,95,79,60,80,72,67,88
cs0739,88,81,67,87,83,81,82
cs0740,91,91,69,91,90,63,67
cs0741,84,91,66,86,96,74,68
cs0742,98,86,72,82,89,69,62
cs0743,87,72,64,89,75,75,87
cs0744,89,59,62,86,59,76,74
cs0745,86,97,64,91,97,88,73
cs0746,90,79,82,90,86,78,84
cs0747,89,98,78,86,98,79,68
cs0748,87,94,83,81,94,72,80
cs0749,86,79,58,82,74,72,84
cs0750,94,93,71,85,93,72,77
cs0751,94,86,63,90,90,73,76
cs0752,92,86,69,82,95,67,95
cs0753,94,98,71,83,93,74,82
cs0754,90,94,60,81,97,67,96
cs0755,87,77,64,80,81,81,66
cs0756,88,90,60,84,89,78,89
cs0757,99,100,61,80,93,81,84
cs0758,81,91,62,87,90,76,63
cs0759,87,63,70,83,63,75,94
cs0760,95,98,61,84,98,70,87
cs0761,83,70,92,79,80,94,84
cs0762,89,91,88,85,100,73,96
cs0763,79,74,90,82,74,68,81
cs0764,92,91,87,87,85,76,82
cs0765,97,93,97,91,93,78,87
cs0766,88,86,95,82,78,91,82
cs0767,92,77,60,87,75,74,72
cs0768,92,85,87,87,88,65,85
cs0769,86,79,64,82,81,77,77
cs0770,97,83,62,90,90,68,88
cs0771,80,93,59,80,86,73,93
cs0772,93,96,84,92,96,92,82
cs0773,84,92,69,84,83,70,87
cs0774,91,85,78,85,91,94,79
cs0775,87,85,64,91,93,80,97
cs0776,85,77,71,85,77,66,89
cs0777,90,89,67,84,94,73,71
cs0778,93,50,62,84,52,73,68
cs0779,91,93,64,86,93,80,74
cs0780,90,84,82,87,74,64,82
cs0781,89,83,60,82,81,75,96
cs0782,90,71,90,86,71,74,77
cs0783,88,86,94,86,83,73,61
cs0784,88,71,64,85,79,94,97
cs0785,90,95,70,85,91,79,85
cs0786,89,99,68,83,99,64,75
cs0787,93,92,61,85,95,66,67
cs0788,81,82,60,85,86,74,77
cs0789,90,75,94,80,81,81,89
cs0790,90,93,91,84,93,72,66
cs0791,82,77,86,87,78,82,90
cs0792,91,82,63,84,85,74,84
cs0793,83,78,64,87,88,74,58
cs0794,93,82,87,83,85,65,83
cs0795,80,73,67,82,78,74,69
cs0796,95,87,68,87,87,74,85
cs0797,88,75,58,84,77,75,93
cs0798,93,81,90,90,91,75,95
cs0799,88,97,60,85,97,75,68
cs0800,100,75,61,83,73,74,81
cs0801,91,75,62,84,80,65,85
cs0802,90,91,66,84,81,62,80
cs0803,86,74,66,81,72,72,65
cs0804,98,99,88,94,91,73,73
cs0805,90,86,52,86,90,79,83
cs0806,96,82,89,80,91,77,82
cs0807,92,82,59,82,82,88,86
cs0808,93,72,85,85,75,72,82
cs0809,89,77,62,87,69,89,77
cs0810,95,75,58,84,66,75,79
cs0811,89,87,64,86,85,76,90
cs0812,90,92,65,81,90,92,97
cs0813,88,87,61,87,83,71,86
cs0814,87,96,68,84,96,75,79
cs0815,87,92,68,88,90,66,69
cs0816,94,74,72,81,80,64,86
cs0817,86,77,59,83,71,74,95
cs0818,89,98,86,82,98,84,82
cs0819,86,88,68,82,80,76,82
cs0820,85,95,64,82,96,77,92
cs0821,92,77,93,85,72,77,84
cs0822,89,93,86,82,92,75,68
cs0823,88,72,61,87,66,74,86
cs0824,87,68,83,81,70,72,90
cs0825,99,82,63,85,77,73,75
cs0826,90,90,53,84,88,75,79
cs0827,97,85,72,83,95,80,89
cs0828,90,84,64,84,87,80,90
cs0829,87,93,90,82,83,76,75
cs0830,90,87,66,81,89,71,80
cs0831,91,92,65,81,94,91,89
cs0832,95,92,93,81,92,74,63
cs0833,94,76,72,82,68,70,71
cs0834,86,80,89,90,72,70,70
cs0835,97,90,65,81,84,74,88
cs0836,94,84,61,85,91,78,68
cs0837,92,82,68,89,91,74,71
cs0838,92,72,64,81,74,80,76
cs0839,85,100,62,83,100,64,85
cs0840,100,100,67,85,100,91,96
cs0841,91,81,69,81,79,78,72
cs0842,94,91,66,82,100,93,74
cs0843,90,92,65,88,82,75,87
cs0844,96,64,87,82,54,75,77
cs0845,91,62,91,82,52,66,91
cs0846,93,86,54,84,77,66,64
cs0847,86,95,64,84,95,64,93
cs0848,91,78,60,85,72,79,97
cs0849,89,99,65,84,95,73,99
cs0850,88,97,57,93,97,87,82
cs0851,89,88,59,85,92,76,86
cs0852,88,72,66,90,82,65,74
cs0853,82,85,68,81,79,65,80
cs0854,91,99,62,82,90,63,92
cs0855,86,92,61,88,92,73,92
cs0856,86,87,98,82,87,79,96
cs0857,87,87,61,86,79,66,80
cs0858,91,78,89,86,78,75,83
cs0859,99,94,71,83,97,70,68
cs0860,85,80,61,89,74,74,67
cs0861,88,88,99,88,94,75,99
cs0862,91,83,70,81,83,66,88
cs0863,97,89,73,80,82,75,85
cs0864,83,82,68,83,75,75,89
cs0865,88,81,68,87,79,73,85
cs0866,91,71,91,82,68,72,78
cs0867,90,81,63,86,78,67,75
cs0868,93,65,60,86,73,78,91
cs0869,97,94,74,81,90,69,73
cs0870,84,70,94,86,63,75,58
cs0871,94,79,91,88,85,69,71
cs0872,88,91,64,80,83,75,81
cs0873,90,77,61,84,83,75,98
cs0874,85,96,69,87,96,78,77
cs0875,91,77,92,83,86,97,70
cs0876,83,81,67,83,75,74,68
cs0877,91,89,66,80,87,88,90
cs0878,86,81,70,85,90,89,86
cs0879,89,76,59,80,66,62,90
cs0880,90,85,94,84,81,75,70
cs0881,91,89,66,89,95,75,86
cs0882,85,80,61,83,81,74,72
cs0883,99,88,68,82,92,74,76
cs0884,92,70,64,81,75,67,93
cs0885,90,91,65,81,97,100,63
cs0886,91,85,81,84,78,73,70
cs0887,93,77,57,84,84,75,83
cs0888,95,66,62,90,62,75,62
cs0889,88,70,67,82,74,76,76
cs0890,95,69,65,86,78,76,82
cs0891,94,89,88,82,86,82,87
cs0892,84,95,65,88,95,65,84
cs0893,87,87,88,86,92,72,77
cs0894,85,79,93,86,84,76,74
cs0895,89,75,81,81,80,72,74
cs0896,77,70,68,84,61,100,96
cs0897,87,96,68,86,100,76,75
cs0898,86,86,91,81,89,77,92
cs0899,84,92,58,79,86,78,75
cs0900,87,88,66,87,79,94,56
cs0901,92,80,63,83,72,72,62
cs0902,87,88,71,89,91,75,66
cs0903,95,83,94,87,93,92,75
cs0904,92,87,91,82,79,82,78
cs0905,88,76,57,85,81,74,71
cs0906,86,81,65,83,87,76,68
cs0907,84,100,97,87,96,77,95
cs0908,94,87,96,82,86,62,79
cs0909,92,75,66,83,76,77,95
cs0910,95,72,97,84,66,65,71
cs0911,93,92,65,82,82,75,72
cs0912,95,80,96,84,84,75,92
cs0913,86,91,79,81,90,74,69
cs0914,91,84,91,87,75,68,95
cs0915,97,86,67,89,91,71,81
cs0916,86,99,70,82,91,73,62
cs0917,85,94,61,82,99,75,70
cs0918,95,63,61,84,65,65,90
cs0919,83,80,61,80,88,63,75
cs0920,92,96,98,84,96,83,83
cs0921,96,67,67,89,71,75,76
cs0922,95,88,62,80,82,66,98
cs0923,81,77,61,86,81,78,83
cs0924,92,72,64,87,76,77,76
cs0925,92,79,65,85,84,63,86
cs0926,82,88,84,90,85,70,91
cs0927,84,86,66,82,81,73,67
cs0928,92,71,86,80,81,77,78
cs0929,95,77,69,81,80,70,66
cs0930,95,82,66,80,89,74,76
cs0931,91,99,60,86,99,75,63
cs0932,89,86,61,80,86,64,76
cs0933,97,87,69,84,91,63,68
cs0934,93,80,68,80,72,69,71
cs0935,88,88,94,83,88,65,81
cs0936,90,89,68,82,99,82,64
cs0937,83,92,67,86,93,75,82
cs0938,89,76,69,86,81,67,77
cs0939,92,77,63,87,81,72,99
cs0940,92,83,59,81,86,73,61
cs0941,89,84,67,86,77,78,57
cs0942,79,86,60,90,96,70,89
cs0943,98,91,66,86,91,73,84
cs0944,89,86,82,82,87,87,95
cs0945,89,97,63,81,97,73,66
cs0946,93,74,58,91,73,75,93
cs0947,91,83,100,90,73,78,100
cs0948,96,69,59,82,59,74,74
cs0949,88,72,68,87,79,83,89
cs0950,90,76,65,82,85,75,78
cs0951,90,84,63,86,88,72,89
cs0952,86,84,56,85,86,73,80
cs0953,91,82,68,81,76,76,78
cs0954,92,78,88,88,85,79,94
cs0955,82,84,71,84,80,89,79
cs0956,99,77,65,85,75,80,100
cs0957,90,86,66,83,83,79,76
cs0958,90,83,67,81,83,75,68
cs0959,96,69,87,84,72,67,65
cs0960,80,89,84,84,95,74,88
cs0961,94,75,70,87,68,64,79
cs0962,85,88,59,91,92,66,73
cs0963,97,82,68,81,77,77,96
cs0964,86,84,66,84,75,70,76
cs0965,75,77,92,81,68,76,83
cs0966,89,73,98,80,66,73,89
cs0967,95,94,66,83,94,84,81
cs0968,85,78,92,87,88,73,91
cs0969,92,89,70,89,88,69,82
cs0970,90,87,63,83,79,89,62
cs0971,98,94,92,81,97,68,70
cs0972,97,98,92,86,99,71,98
cs0973,94,77,69,89,78,77,86
cs0974,78,87,69,81,91,77,74
cs0975,94,79,65,81,77,72,81
cs0976,83,52,99,83,50,61,84
cs0977,78,91,58,80,91,72,81
cs0978,93,76,61,84,86,76,87
cs0979,90,76,60,81,70,76,83
cs0980,83,88,58,80,85,76,69
cs0981,95,87,85,82,85,74,70
cs0982,89,86,73,80,76,88,85
cs0983,86,74,73,84,78,84,56
cs0984,87,84,66,83,92,66,65
cs0985,93,75,56,82,81,84,67
cs0986,95,89,91,84,84,74,98
cs0987,89,85,87,81,75,63,72
cs0988,92,83,66,81,76,100,76
cs0989,92,72,90,83,72,69,88
cs0990,84,74,95,85,78,79,69
cs0991,92,88,69,87,82,65,74
cs0992,88,75,63,81,82,76,78
cs0993,92,72,92,89,63,71,90
cs0994,90,83,57,82,84,68,100
cs0995,83,100,68,84,100,75,100
cs0996,91,99,58,80,99,78,79
cs0997,86,72,98,84,65,75,88
cs0998,94,70,90,84,71,74,94
cs0999,98,90,62,87,88,81,88
cs1000,91,74,61,80,64,75,70
cs1001,84,88,68,82,94,63,64
cs1002,88,72,57,87,75,82,77
cs1003,85,85,89,80,76,76,80
cs1004,90,65,64,83,72,74,100
cs1005,96,83,89,89,86,74,71
cs1006,88,87,89,82,83,88,97
cs1007,100,80,68,86,77,62,68
cs1008,86,79,90,91,83,71,66
cs1009,82,62,60,84,52,77,98
cs1010,85,86,57,82,83,67,87
cs1011,82,76,80,86,73,74,95
cs1012,86,84,60,84,74,63,87
cs1013,88,88,57,86,94,78,55
cs1014,91,87,70,84,83,65,63
cs1015,87,84,56,81,87,67,59
cs1016,89,85,62,82,77,74,69
cs1017,90,65,65,87,71,61,70
cs1018,83,86,67,81,83,75,87
cs1019,95,82,55,81,81,74,74
cs1020,90,90,88,82,96,79,66
cs1021,94,98,58,82,98,78,82
cs1022,91,93,60,82,100,90,87
cs1023,100,88,64,88,83,82,85
cs1024,94,70,68,83,78,61,96
cs1025,92,86,94,83,84,66,91
cs1026,94,94,95,82,86,70,73
cs1027,92,77,68,84,75,68,85
cs1028,98,80,96,84,85,70,98
cs1029,86,95,68,80,87,74,83
cs1030,92,87,61,85,92,64,96
cs1031,84,89,53,80,86,78,73
cs1032,89,75,63,81,77,77,79
cs1033,93,82,64,85,74,76,80
cs1034,94,84,98,85,83,64,59
cs1035,85,76,66,81,69,78,89
cs1036,86,74,67,85,77,74,66
cs1037,92,90,68,80,86,73,73
cs1038,88,83,93,81,88,78,82
cs1039,92,68,69,84,71,74,82
cs1040,92,66,94,88,71,65,78
cs1041,96,80,60,82,72,72,75
cs1042,90,83,65,84,75,63,76
cs1043,83,97,69,82,95,89,84
cs1044,89,84,88,81,89,77,98
cs1045,94,89,60,81,95,77,87
cs1046,90,84,61,83,82,66,85
cs1047,93,90,84,85,87,63,93
cs1048,78,74,64,85,82,76,56
cs1049,89,95,67,82,99,93,79
cs1050,91,96,62,87,91,94,80
cs1051,94,67,64,81,74,75,79
cs1052,96,60,67,82,70,65,93
cs1053,98,65,64,82,66,63,96
cs1054,90,94,72,84,94,65,92
cs1055,87,79,69,81,81,78,86
cs1056,91,97,65,84,97,74,94
cs1057,91,84,56,86,85,71,100
cs1058,96,84,87,87,86,90,90
cs1059,94,93,86,81,87,79,64
cs1060,87,85,67,83,81,76,78
cs1061,86,74,72,87,71,74,74
cs1062,91,70,100,88,79,89,93
cs1063,90,94,95,82,99,64,77
cs1064,92,92,75,94,100,75,87
cs1065,81,84,94,83,94,77,72
cs1066,99,78,69,81,79,73,96
cs1067,83,81,67,82,90,80,77
cs1068,92,70,69,87,67,71,81
cs1069,93,94,62,85,85,78,84
cs1070,83,68,61,85,75,69,83
cs1071,96,64,66,82,73,68,78
cs1072,92,78,94,91,78,76,95
cs1073,81,84,71,81,85,65,71
cs1074,86,76,71,85,69,68,86
cs1075,92,86,67,83,88,75,67
cs1076,95,82,94,87,89,75,87
cs1077,98,93,68,82,87,64,60
cs1078,91,89,84,85,89,81,85
cs1079,90,72,64,84,73,65,99
cs1080,96,75,74,82,66,62,63
cs1081,82,88,71,92,80,73,70
cs1082,88,85,57,86,93,64,84
cs1083,89,79,69,85,79,65,84
cs1084,92,90,71,79,91,72,85
cs1085,94,93,69,89,94,86,58
cs1086,90,74,66,85,75,67,94
cs1087,93,76,72,80,73,72,88
cs1088,94,89,78,86,83,73,90
cs1089,84,75,64,85,80,76,70
cs1090,94,78,58,81,77,76,76
cs1091,93,99,66,81,93,74,74
cs1092,89,84,67,87,74,67,98
cs1093,83,96,72,82,89,97,89
cs1094,86,90,65,82,99,73,73
cs1095,99,95,66,82,90,73,98
cs1096,88,90,87,83,97,94,81
cs1097,91,77,86,80,79,76,83
cs1098,91,78,90,86,73,63,92
cs1099,92,87,54,94,80,71,90
cs1100,93,94,89,83,94,74,71
cs1101,91,72,60,81,70,65,68
cs1102,96,96,66,84,89,64,94
cs1103,92,91,66,81,94,65,94
cs1104,83,77,66,84,72,74,81
cs1105,95,65,58,82,65,87,75
cs1106,86,94,88,81,94,68,61
cs1107,90,97,64,85,93,73,68
cs1108,93,90,68,81,81,65,63
cs1109,92,95,87,85,91,83,92
cs1110,100,95,94,80,99,65,81
cs1111,87,80,59,80,86,67,96
cs1112,92,92,84,89,99,74,69
cs1113,96,90,64,81,84,69,95
cs1114,89,83,65,82,81,62,69
cs1115,93,97,66,85,98,93,90
cs1116,80,73,63,94,81,63,73
cs1117,87,81,67,92,71,75,79
cs1118,92,93,87,84,85,93,74
cs1119,79,77,68,84,74,66,80
cs1120,89,66,88,83,57,77,92
cs1121,94,84,88,88,75,74,76
cs1122,93,83,91,81,73,73,85
cs1123,91,81,70,88,74,78,67
cs1124,81,86,69,85,94,76,83
cs1125,87,73,68,84,72,66,86
cs1126,94,68,66,85,68,74,99
cs1127,92,93,88,80,92,76,73
cs1128,92,83,97,83,83,75,77
cs1129,86,81,62,83,78,77,77
cs1130,92,90,92,86,92,69,76
cs1131,90,83,65,87,73,75,86
cs1132,83,82,76,84,87,63,88
cs1133,84,87,56,83,96,73,76
cs1134,93,74,64,86,73,74,95
cs1135,89,73,70,96,68,72,89
cs1136,88,75,64,85,67,74,87
cs1137,87,76,69,87,85,69,63
cs1138,84,82,67,87,90,74,99
cs1139,93,88,90,81,82,74,52
cs1140,87,73,60,82,66,74,66
cs1141,95,91,69,81,95,87,78
cs1142,89,85,68,80,90,94,80
cs1143,85,81,80,85,76,75,73
cs1144,96,63,61,82,70,90,95
cs1145,92,76,57,81,73,74,95
cs1146,86,83,66,81,80,73,95
cs1147,92,79,62,87,69,64,78
cs1148,97,83,68,85,79,66,73
cs1149,84,90,88,86,100,97,92
cs1150,91,79,74,85,72,78,77
cs1151,88,79,67,82,70,84,82
cs1152,83,90,62,87,84,64,84
cs1153,97,90,69,81,93,84,96
cs1154,89,77,64,81,85,75,71
cs1155,96,97,62,81,89,72,81
cs1156,87,74,61,81,71,77,57
cs1157,86,65,66,85,72,74,98
cs1158,92,97,61,85,95,76,100
cs1159,97,80,71,81,78,77,64
cs1160,93,83,65,81,77,77,88
cs1161,84,77,99,82,71,77,88
cs1162,83,85,65,83,81,92,88
cs1163,90,88,77,81,90,79,65
cs1164,86,87,68,80,97,73,84
cs1165,88,92,65,86,99,92,95
cs1166,84,70,68,81,66,74,88
cs1167,94,85,91,89,77,72,84
cs1168,92,69,57,84,60,62,61
cs1169,92,69,67,81,73,66,90
cs1170,84,76,59,84,80,71,70
cs1171,85,83,62,86,73,84,74
cs1172,94,82,66,86,87,75,98
cs1173,88,91,59,90,86,81,97
cs1174,84,74,64,91,67,73,57
cs1175,89,62,72,81,58,74,88
cs1176,95,100,93,82,90,85,84
cs1177,90,71,67,82,75,73,74
cs1178,93,84,87,80,75,69,93
cs1179,88,87,63,82,78,76,77
cs1180,94,90,58,91,100,76,79
cs1181,96,71,66,83,72,75,98
cs1182,85,81,92,88,86,82,83
cs1183,93,98,97,92,98,66,72
cs1184,93,85,91,84,85,75,78
cs1185,89,93,87,94,85,66,78
cs1186,90,83,61,81,75,76,78
cs1187,89,77,68,83,85,81,73
cs1188,83,84,96,82,93,77,82
cs1189,88,87,82,83,90,77,71
cs1190,90,82,91,82,87,88,53
cs1191,93,82,71,81,91,85,72
cs1192,93,85,74,84,94,69,83
cs1193,99,70,66,82,63,63,84
cs1194,81,80,69,88,84,66,90
cs1195,98,84,62,86,77,80,79
cs1196,94,89,77,83,87,77,94
cs1197,92,82,89,84,82,73,70
cs1198,85,82,91,84,87,76,84
cs1199,94,90,71,83,93,90,73
cs1200,85,90,94,81,81,79,88
cs1201,81,77,85,82,82,74,94
cs1202,91,83,66,82,84,65,66
cs1203,86,80,93,85,71,76,72
cs1204,89,88,62,84,86,64,76
cs1205,91,79,94,83,84,89,82
cs1206,93,92,88,82,92,82,81
cs1207,89,71,57,85,81,79,86
cs1208,84,85,65,84,88,77,80
cs1209,93,87,65,79,91,73,71
cs1210,94,90,70,81,94,81,82
cs1211,88,89,76,89,94,74,83
cs1212,95,96,65,85,88,79,80
cs1213,88,95,71,82,92,76,90
cs1214,87,64,67,86,73,75,72
cs1215,89,86,64,80,96,76,86
cs1216,95,87,89,84,85,88,98
cs1217,87,72,66,85,81,72,73
cs1218,82,94,72,88,97,64,81
cs1219,86,71,60,81,69,83,100
cs1220,87,61,89,85,69,64,78
cs1221,89,75,56,85,75,76,95
cs1222,90,74,62,84,73,64,73
cs1223,85,95,58,81,95,63,78
cs1224,78,71,88,84,78,67,91
cs1225,88,97,63,89,98,74,89
cs1226,96,69,94,80,72,75,70
cs1227,77,91,89,83,83,74,86
cs1228,87,84,63,82,90,80,95
cs1229,90,93,53,82,92,96,81
cs1230,86,93,93,89,94,92,81
cs1231,85,88,60,80,78,72,62
cs1232,95,90,93,83,83,75,90
cs1233,89,86,66,85,84,72,98
cs1234,90,98,64,82,98,62,79
cs1235,90,86,62,80,96,70,63
cs1236,85,85,66,85,75,88,93
cs1237,92,96,72,88,96,63,76
cs1238,90,81,87,79,75,63,79
cs1239,89,93,65,85,96,72,75
cs1240,90,85,62,80,82,84,77
cs1241,96,77,83,82,76,78,88
cs1242,86,84,61,80,75,76,83
cs1243,84,83,54,91,73,85,99
cs1244,87,82,73,82,88,74,84
cs1245,91,87,66,81,95,76,95
cs1246,87,90,69,80,84,96,73
cs1247,93,91,74,86,85,72,68
cs1248,90,83,93,83,84,77,88
cs1249,92,81,91,89,87,71,67
cs1250,82,75,64,89,81,76,76
cs1251,88,92,61,89,83,86,84
cs1252,80,100,58,81,96,69,81
cs1253,83,89,57,90,87,72,73
cs1254,91,84,60,88,86,74,95
cs1255,89,90,63,80,87,84,76
cs1256,85,72,64,92,82,74,72
cs1257,95,90,75,88,91,93,90
cs1258,81,78,93,80,74,76,79
cs1259,89,86,89,85,85,64,73
cs1260,96,91,83,87,90,78,87
cs1261,93,82,61,86,80,96,92
cs1262,89,90,71,89,98,64,61
cs1263,89,58,68,86,54,75,77
cs1264,87,85,70,91,77,78,80
cs1265,92,69,74,81,62,75,79
cs1266,86,87,71,80,77,65,77
cs1267,95,94,69,80,85,80,77
cs1268,87,74,88,80,78,77,90
cs1269,91,91,73,86,96,63,68
cs1270,90,87,63,86,90,64,85
cs1271,89,78,67,89,84,74,82
cs1272,88,88,64,84,78,88,77
cs1273,92,77,85,84,84,85,81
cs1274,99,92,61,83,92,92,92
cs1275,92,69,91,86,60,75,88
cs1276,90,75,67,85,71,69,90
cs1277,90,83,67,85,93,65,87
cs1278,90,68,70,87,70,73,75
cs1279,87,69,57,81,68,73,93
cs1280,81,100,60,83,97,77,78
cs1281,95,78,63,88,79,75,99
cs1282,84,85,60,83,80,68,77
cs1283,89,82,84,80,77,65,89
cs1284,93,87,62,83,97,78,91
cs1285,90,82,55,82,84,75,73
cs1286,88,78,62,89,72,65,99
cs1287,87,87,68,87,86,76,95
cs1288,89,96,64,80,92,63,81
cs1289,95,92,69,86,83,63,95
cs1290,96,89,64,84,84,78,67
cs1291,87,85,53,84,86,65,76
cs1292,91,100,83,87,94,64,72
cs1293,92,84,69,85,88,76,86
cs1294,87,86,63,85,95,77,79
cs1295,87,91,76,87,95,72,74
cs1296,81,76,64,89,70,71,88
cs1297,86,69,68,87,68,74,89
cs1298,91,58,68,81,61,84,58
cs1299,88,79,68,82,77,76,95
cs1300,92,76,69,87,70,70,70
cs1301,89,82,96,86,87,79,84
cs1302,87,82,64,84,80,64,70
cs1303,82,85,61,83,82,92,57
cs1304,86,96,59,86,96,75,55
cs1305,88,82,69,80,82,63,78
cs1306,94,96,75,85,94,77,75
cs1307,94,96,66,81,89,75,63
cs1308,84,74,86,81,78,74,80
cs1309,83,77,71,83,67,75,78
cs1310,90,76,85,83,80,89,75
cs1311,93,80,72,80,90,83,90
cs1312,96,89,64,81,80,76,58
cs1313,98,95,68,81,95,72,96
cs1314,91,89,66,86,92,77,89
cs1315,88,88,96,85,91,80,83
cs1316,84,73,69,84,79,77,95
cs1317,89,70,72,84,71,75,77
cs1318,91,95,98,80,92,68,94
cs1319,94,83,61,83,84,85,97
cs1320,83,97,64,81,87,90,94
cs1321,93,82,66,87,77,87,74
cs1322,87,75,60,85,69,74,67
cs1323,88,90,71,85,98,76,89
cs1324,84,99,67,85,99,72,98
cs1325,95,67,60,84,63,65,72
cs1326,86,80,67,86,90,72,83
cs1327,88,80,89,81,83,66,68
cs1328,85,72,66,84,71,62,100
cs1329,93,86,69,90,87,66,72
cs1330,80,77,56,81,84,78,98
cs1331,99,76,92,83,84,63,70
cs1332,91,95,60,82,100,83,53
cs1333,98,89,84,94,80,71,67
cs1334,88,80,85,81,74,75,73
cs1335,92,79,70,85,74,70,61
cs1336,85,72,66,81,72,79,69
cs1337,97,99,93,81,99,74,62
cs1338,91,94,73,82,91,76,99
cs1339,90,78,96,81,70,72,52
cs1340,91,96,66,82,88,65,81
cs1341,94,97,66,85,91,66,84
cs1342,97,92,70,92,95,65,90
cs1343,92,97,94,81,91,71,84
cs1344,92,74,72,84,65,76,92
cs1345,83,98,60,83,91,78,80
cs1346,91,73,97,82,73,71,97
cs1347,91,67,78,90,60,79,89
cs1348,92,86,86,81,90,69,82
cs1349,95,85,91,81,90,66,67
cs1350,87,86,92,80,94,66,75
cs1351,88,85,85,82,84,76,84
cs1352,88,81,57,81,91,89,88
cs1353,92,89,68,88,90,76,94
cs1354,88,81,89,81,91,75,94
cs1355,83,81,89,81,72,65,74
cs1356,87,81,62,81,72,74,68
cs1357,90,86,90,83,81,92,92
cs1358,85,88,65,81,91,79,72
cs1359,83,100,70,88,100,75,70
cs1360,90,66,63,89,67,73,75
cs1361,93,85,93,81,80,73,86
cs1362,98,85,98,80,93,69,88
cs1363,88,85,66,86,85,72,60
cs1364,91,98,85,80,98,76,82
cs1365,86,92,92,85,92,77,71
cs1366,91,88,91,87,79,62,82
cs1367,94,88,61,89,78,73,97
cs1368,91,80,69,81,86,78,77
cs1369,88,93,69,81,87,67,87
cs1370,90,100,72,87,100,72,79
cs1371,94,76,86,84,70,88,78
cs1372,87,89,60,83,90,77,96
cs1373,90,88,62,88,87,73,83
cs1374,93,79,62,82,81,74,91
cs1375,86,88,56,80,83,61,79
cs1376,96,77,62,83,69,81,87
cs1377,86,82,68,86,77,77,54
cs1378,85,91,67,87,85,71,87
cs1379,87,100,64,80,100,78,83
cs1380,99,81,73,83,71,75,74
cs1381,94,77,65,84,69,78,78
cs1382,91,72,95,80,75,74,92
cs1383,90,88,95,93,79,73,73
cs1384,95,100,73,83,100,67,82
cs1385,87,84,69,86,89,64,77
cs1386,95,100,60,87,100,78,100
cs1387,87,89,83,84,93,62,98
cs1388,90,94,64,82,94,72,93
cs1389,85,68,97,82,64,78,74
cs1390,90,87,63,84,96,80,85
cs1391,95,82,89,82,87,71,72
cs1392,91,82,65,82,88,72,93
cs1393,88,86,58,89,79,78,84
cs1394,95,88,63,84,95,75,86
cs1395,79,87,74,91,91,77,91
cs1396,89,83,90,83,74,73,68
cs1397,86,78,91,87,88,60,86
cs1398,84,89,64,89,81,65,76
cs1399,89,88,62,80,79,62,84
cs1400,88,71,62,82,78,71,89
cs1401,90,97,89,87,100,97,89
cs1402,84,74,57,81,76,75,84
cs1403,84,89,93,89,98,72,100
cs1404,92,87,82,84,97,66,59
cs1405,85,82,64,82,75,64,68
cs1406,89,77,65,84,74,72,100
cs1407,92,90,65,81,95,75,79
cs1408,91,92,61,87,82,74,81
cs1409,88,73,68,85,80,75,81
cs1410,91,97,71,84,97,76,92
cs1411,88,91,64,82,89,78,68
cs1412,88,74,71,84,64,78,67
cs1413,86,92,59,84,89,74,90
cs1414,90,83,65,84,91,78,84
cs1415,85,84,61,85,85,76,72
cs1416,85,98,72,88,98,81,70
cs1417,93,84,66,82,76,78,70
cs1418,90,83,65,82,77,65,71
cs1419,92,84,63,88,94,71,85
cs1420,81,82,67,87,84,75,65
cs1421,90,63,90,86,61,88,80
cs1422,97,81,75,83,90,79,98
cs1423,86,78,66,80,81,73,93
cs1424,91,79,61,83,71,78,97
cs1425,91,75,63,83,68,77,83
cs1426,90,93,69,82,99,73,91
cs1427,85,87,93,85,97,63,86
cs1428,86,89,71,82,86,86,77
cs1429,86,85,71,83,78,76,92
cs1430,98,86,61,83,82,81,87
cs1431,98,75,55,88,77,76,75
cs1432,92,65,71,82,74,77,89
cs1433,84,82,63,81,92,71,62
cs1434,84,77,58,83,72,60,87
cs1435,89,93,83,80,100,67,86
cs1436,92,79,63,80,69,72,82
cs1437,78,79,93,83,78,80,77
cs1438,93,73,90,83,70,73,76
cs1439,92,77,68,80,76,66,87
cs1440,89,65,68,88,57,75,77
cs1441,91,89,64,88,93,77,72
cs1442,84,85,69,82,94,77,81
cs1443,91,90,95,87,83,78,86
cs1444,87,88,59,91,86,80,98
cs1445,88,86,92,90,86,67,81
cs1446,82,99,68,88,100,77,98
cs1447,93,97,77,80,99,75,79
cs1448,87,78,68,83,80,68,83
cs1449,94,96,59,91,86,66,84
cs1450,85,87,88,85,81,65,86
cs1451,89,69,83,82,60,76,88
cs1452,95,83,58,83,78,71,77
cs1453,93,73,53,84,76,76,73
cs1454,89,81,70,81,80,63,69
cs1455,91,76,83,89,71,63,84
cs1456,90,87,68,85,92,67,86
cs1457,87,73,63,88,83,74,90
cs1458,94,88,69,87,92,65,71
cs1459,95,90,62,80,91,63,74
cs1460,84,98,88,84,98,74,74
cs1461,91,81,65,83,78,77,88
cs1462,89,98,92,86,97,72,94
cs1463,83,71,66,84,75,71,94
cs1464,92,89,65,81,80,65,80
cs1465,93,76,93,90,71,71,78
